Marathi_Word,Frequency
थापार,1
लॅमोते,1
एटिने,1
शुंगच,1
लाटेला,1
धर्माविरोधीच्या,1
बौद्धांविरोधी,1
पुनरुत्थान,1
शुंगांच्या,1
मृत्यूमुळे,1
जाळेही,1
उत्तरार्ध,1
नावेदेखील,1
योजने,1
पदक,1
देवतेसह,1
राजवंशाची,1
संचलनात,1
अशोकानंतर,1
असलेल्याकंदाहार,1
खानुमच्या,1
अय्,1
शिलालेखांचे,1
प्रतिरूपण,1
स्तंभशीर्षाचे,1
योजन,1
अंतरही,1
तांब्याचे,1
भारतापासूनचे,1
ग्रीसचे,1
स्वीकारल्यामुळे,1
अलिकासुन्दरो,1
मॅगस,1
मक,1
ॲंटिगोनस,1
अंतिकिनी,1
टॉलेमी,1
तुलामाया,1
ॲंटियोकस,1
अंतियोको,1
उत्तरपूर्व,1
शिलालेखांच्या,1
प्रांतांची,1
तोसली,1
एकात्मता,1
कार्यांवर,1
जमीनदारांची,1
फुटकळ,1
प्रशासकांचे,1
नियंत्रकांचे,1
प्रणालीद्वारे,1
शिस्तशीर,1
प्रशासित,1
शासनाद्वारे,1
तत्त्वांच्या,1
बोज्यातून,1
सैन्ये,1
आळ,1
लढायांना,1
आळा,1
हेरगिरीचा,1
साम्राज्याकडे,1
त्याकाळचे,1
मंत्रिपरिषद,1
स्तरावरदेखील,1
मंत्र्यांची,1
महाअमात्य,1
राजपुत्राला,1
सुवर्णनगरी,1
मालपा,1
अभावी,1
संदर्भः,1
प्रान्त,1
स्थापनामे,1
मुख्यमंत्र्यांची,1
प्रमुखएकनाथ,1
राष्ट्रपतीरमेश,1
भाषाराज्यपाल,1
भाषामराठी,1
विधानसभाअधिकृत,1
विधानमंडळकार्यकारी,1
राजधानीमुंबईनियामक,1
राज्यस्थान,1
विकिपीडियाप्रकारभारतातील,1
अपभारण,1
एगो,1
बिंदूकळसूबाई,1
भारतको,1
महाराष्ट्रराज्यम्,1
१४महाराष्ट्रावरील,1
१३पर्यटन,1
१२मुख्य,1
१०हवामान,1
८लोकसंख्येचे,1
७लोकजीवन,1
६अर्थव्यवस्था,1
५विभाग,1
४प्रशासन,1
४महाराष्ट्र,1
१९६०सर्वोच्च,1
शिखरलोकसंख्या११,1
प्रवाशी,1
७२०,1
ऋग्वेदामध्ये,1
हिंदवी,1
साम्राज्याविरुद्ध,1
महाराष्ट्रातले,1
गाजविणारे,1
आराध्य,1
संतांचा,1
मुक्ताई,1
गाडगेबाबा,1
ज्ञानेश्र्वर,1
जगद्गुरू,1
८०९,1
विकसनशिल,1
क्षेत्र३,1
भागातले,1
आयएसओ,1
महाराष्ट्रभारत,1
चित्रित,1
विकिशूटमी,1
सखोलीया,1
पेटस्केन,1
रिसोनेंटेर,1
संकेतस्थळ१८,1
आहेमहाराष्ट्रअधिकृत,1
संस्थानपासून,1
मागीलबॉम्बे,1
३ब्रिटिश,1
२मराठे,1
ग्रहसूर्यमालालपविलेले,1
त्याभोवतालचे,1
साडेआठ,1
शापरेली,1
जीओव्हानी,1
प्रतियुतीवेळी,1
कालव्यांचा,1
शोधले,1
बटाट्यासारखे,1
मंगळाभोवतालचे,1
अस्फ्हॉल,1
ऑब्झरव्हेटरीच्या,1
नेव्हल,1
वॉशिंग्टनच्या,1
मुळातच,1
लेखमंगळ,1
प्रतियुतीच्या,1
अपोझिशन,1
स्थितीस,1
पृथ्वीलगत,1
२२८७,1
पृथ्वाच्या,1
सूर्याभोवतालच्या,1
डीमॉसचे,1
म्हणणेच,1
सूर्यग्रहणास,1
शुक्राचे,1
सूर्यबिंबासमोरून,1
छानसा,1
मंगळावरच्या,1
रेघोट्यांना,1
कॅनली,1
सुचवाखगोलशास्त्रावरील,1
लावू,1
पेप्लो,1
यीगर,1
ॲशली,1
उदयकुमार,1
अंगकांती,1
विजेसारखी,1
प्रणाम्यहम्,1
मंगलं,1
तं,1
शक्तिहस्तं,1
कुमारं,1
समप्रभम्,1
विद्युत्कांति,1
संभूतं,1
धरणीगर्भ,1
ज्योतिष,1
पसरत,1
सर्वसामान्यांमध्ये,1
मंगळाविषयीचे,1
कॅनॉलचे,1
निरीक्षणासाठी,1
पर्सिव्हल,1
निरीक्षक,1
राष्ट्रिक,1
ह्युएन,1
नालेसफाईच्या,1
भामरागड,1
अप्रत्यक्षरीत्या,1
प्रत्यक्षपणे,1
सदने,1
मंत्रालयात,1
राज्यपालांची,1
राज्यांप्रमाणेच,1
मंत्रालयःमहाराष्ट्र,1
कापसाच्या,1
मृदा,1
बेसाल्ट,1
गायखुरी,1
चिरोळी,1
भागास,1
मुख्यमंत्रीपद,1
पर्वतरांगाच्या,1
कृष्णेसह,1
पर्वतरांगांमधून,1
दख्खनचा,1
पठारांना,1
एकसारखी,1
प्राकृतिकदृष्ट्या,1
दिशेलाआहे,1
बेळगांवासह,1
बोलणारा,1
डांगी,1
गुजरातेतील,1
पक्षाकडे,1
भूषविलेले,1
त्सांग,1
द्राक्षापासून,1
प्रतिके,1
अणुनिर्मित,1
कोळसानिर्मित,1
पार्क्स,1
कार्यक्रमांचे,1
सिंचनाखालील,1
माहाराष्ट्रातील,1
हळकुंड,1
शेंगदाणे,1
नगदी,1
वायर्स,1
प्लास्टिक,1
उद्योगातून,1
फुटीनंतर,1
नोकरशाहीतही,1
प्रगतिशील,1
मिळविण्याच्या,1
१९७०नंतरच्या,1
८१८,1
जिल्ह्यांची,1
निर्मीती,1
मतांनुसार,1
राजस्व,1
महसुली,1
महाविकास,1
युतीची,1
भागांस,1
१९६०ला,1
प्रभृतींनी,1
विभागाचा,1
शातकारणी,1
सातकर्णी,1
गौतमीपुत्र,1
सातवाहनांची,1
सातवाहनांच्या,1
दंडकारण्याचा,1
कालखंडाबद्दल,1
वापराच्या,1
व्यापले,1
कालखंडांत,1
जनपद,1
कालखंडानुसार,1
महाराष्ट्राबद्दल,1
साबळे,1
साधनातून,1
ग्रंथामध्ये,1
स्थळांचा,1
अजिंठ्यातील,1
बोलिजे,1
म्हणूनी,1
महन्त्,1
चक्र्धर,1
दंडकारण्य,1
महाकांतार,1
मर,1
प्रवाशांच्या,1
पंचांग,1
१३४७,1
तुघलकांच्या,1
पडावानंतर,1
बलिदान,1
प्राणाचे,1
व्यक्तींनी,1
पावित्र्याच्या,1
निर्मितीस,1
विचाराचे,1
स्वातंत्र्यलढ्याचे,1
ब्रिटिशांविरुद्ध,1
जाणीवेमुळे,1
पारतंत्र्याच्या,1
निर्णयांमुळे,1
प्रभुत्वाखाली,1
सांभाळीत,1
प्रेसिडेन्सीमध्ये,1
१८१९,1
१८१८च्या,1
१७७७,1
सीमेपार,1
भारताच्याही,1
छ्त्रपतींचे,1
औरंगझेब,1
भोसल्यांना,1
शिवाजीराजांचे,1
सुलतानांनी,1
विजापूरच्या,1
संकम्रण,1
२०८४,1
बघण्यात,1
वेळाआधी,1
व्हलिस,1
१९९७च्या,1
स्वतःसोबत,1
पाथफाइंडर,1
महिन्यानंतर,1
प्रक्षेपणानंतर,1
सर्व्हेयरच्या,1
लांबविण्यात,1
कार्यकाल,1
दोनवेळा,1
बनविण्याचे,1
ऑब्झरव्हरच्या,1
सोडण्याच्या,1
प्रसारमाध्यमांद्वारे,1
फोबॉसवर,1
तोपण,1
आजमितीसही,1
लॅंडरनी,1
सेकंदातच,1
उतरल्यावर,1
प्रोबना,1
प्रोब,1
उतरणाऱ्या,1
उतरल्याची,1
नासामध्ये,1
अवकाशयाने,1
मोहीमसुद्धा,1
प्रसिद्धीसुद्धा,1
मंगळावरही,1
समाप्तीची,1
स्पेक्ट्रॉमीटर,1
फुरिए,1
गमावल्याची,1
उतरतांना,1
इसा,1
एजेंसी,1
बर्फातील,1
स्पेक्ट्राॅमीटरने,1
गॅमा,1
ओडेसीवरील,1
लॅंडर२००१,1
स्पिरिटचा,1
नासाद्वारे,1
पाठविलेल्या,1
तंत्रज्ञांना,1
यानाशी,1
प्रयोगांती,1
यानास,1
हजारांश,1
केसाच्या,1
कॅमेरा,1
सूक्ष्मदर्शी,1
लॅंडरवर,1
मीटरभर,1
मंगळावरची,1
छायाचित्रांमुळे,1
ट्रायॅंगल,1
मंगळामधील,1
सुचविलेली,1
वाढणारे,1
किरणांपासून,1
जीवसंवर्धन,1
पोषकतत्त्वे,1
मातीतील,1
क्लोराईड,1
अल्कधर्मी,1
प्रयोगातून,1
लॅंडरने,1
मारलेच,1
प्रयोगांनी,1
माहितीने,1
जीवांबद्दल,1
एक्स्ट्रिमोफाइल,1
हुडकण्याचा,1
पुनःपृथक्करणाने,1
खरोखरीच,1
वायकिंगला,1
लेव्हिन,1
सानिध्यात,1
पौष्टिक,1
प्रयोगांमध्ये,1
वरकरणी,1
प्रयोगांतून,1
तपासण्यासाठी,1
मातीमध्ये,1
मोहिमेमधील,1
करणेसुद्धा,1
सेंटरच्या,1
प्रयोगशाळेत,1
एएलएच८४००१,1
यानांचा,1
करण्याआधीच,1
काहींमध्ये,1
अंतराळयाने,1
ग्रहाभोवती,1
डझनाहून,1
पोस्टल,1
लॅंडरचा,1
सर्पेंटिनायझेशन,1
कारणांनीसुद्धा,1
ज्वालामुखीय,1
भूगर्भीय,1
अन्यथा,1
शक्यतेकडे,1
फॉर्मल्डिहाईड,1
प्रवासानंतर,1
फेकली,1
आघातामुळे,1
उल्केत,1
जीवांनी,1
आदीम,1
विद्यमान,1
घटके,1
सेंद्रिय,1
उल्केमध्ये,1
सापडल्याचे,1
आल्याचे,1
पर्यंतच्या,1
खड्डा,1
रचनेवरून,1
तळेही,1
वैज्ञानिकांचा,1
प्रदेशामधून,1
क्रेटरने,1
सर्वांमध्ये,1
काहीना,1
उतरवायचे,1
ठिकाणांचा,1
मुखाजवळील,1
उतरवण्यामागे,1
रोव्हरला,1
क्रेटरमध्ये,1
रोव्हरचे,1
क्रेटरजवळ,1
गाली,1
क्युरॉसिटी,1
प्रदेशापासून,1
प्लॅनिटिया,1
इसिडिस,1
उतरवण्यात,1
अर्थांनी,1
यासंदर्भातही,1
मानवाला,1
पाठवणारा,1
लँडिंगबरोबरच,1
शे,1
ओला,1
ओल्या,1
क्रेटरच्या,1
सुपरिचित,1
शुक्रापेक्षा,1
ताऱ्यासारखा,1
आकाराचा,1
खगोलशास्त्राचा,1
गुसेव्ह,1
रोव्हरने,1
सूर्यास्ताचा,1
कुल्हारी,1
कृति,1
शर्मन,1
सिन्हा,1
सोनाक्षी,1
पन्नू,1
तापसी,1
बालन,1
अक्षयकुमार,1
सर्वाची,1
कशापासून,1
क्रेटरची,1
ठिकाणाचा,1
आढळतील,1
खरोखरच,1
रहायचे,1
सूक्ष्मजीव,1
रोव्हरच्या,1
पर्सिव्हियरन्स,1
यानांकडून,1
यानांच्या,1
बुद्धिमान,1
फीनिक्सनंतर,1
निघेल,1
सेरेसचे,1
व्हेस्टा,1
असतांनाचे,1
स्थळावर,1
व्हॅलीमधील,1
अवकाशयानाचा,1
ॲव्हलॉंच,1
वादळाचे,1
बॅंडविड्थपेक्षा,1
प्रतिसेकंद,1
रिटर्न,1
बॅंडविड्थ,1
देवाणघेवाणीसाठी,1
पृथ्वीसोबत,1
भूप्रदेशाचा,1
आयुर्मर्यादादेखील,1
तावदाने,1
वावटळींमुळे,1
चक्रीवादळ,1
टिकणारे,1
पिशाच्च,1
दोघांच्याही,1
ज्ञानामध्ये,1
लेझरद्वारा,1
अंतरावरूनही,1
खडकामधील,1
घडकांची,1
सॅंपल,1
तत्पूर्वी,1
उतरवू,1
माणसास,1
उतरवण्याचे,1
२०३७,1
ग्रिफिन,1
मायकल,1
ओरायनची,1
वेहिकल,1
क्ऱ्यू,1
अवकाशयानाची,1
ओरायन,1
टप्प्याटप्प्यांत,1
प्रक्षेपणे,1
उतरविण्यात,1
दहाहून,1
मेटनेट,1
वातावरणाबद्दल,1
मेव्हन,1
खोलीपर्यंत,1
घटकांच्या,1
सेंद्रीय,1
परीक्षणासाठी,1
फोबॉसवरून,1
महाराष्ट्रभाषा,1
भाषागीत,1
माझानृत्य,1
२रेल्वेमार्ग,1
१ललित,1
२१मुंबईविषयी,1
२०उपनगरे,1
१९खेळ,1
१८शिक्षण,1
१७प्रसारमाध्यमे,1
१६भाषा,1
१५मुंबईकर,1
१४धर्म,1
१असामाजिक,1
१३लोकजीवन,1
१२नागरी,1
१रस्तेमार्ग,1
२२हे,1
५न्याय,1
४महानगर,1
३लोकसभा,1
१महानगर,1
१०प्रशासन,1
८हवामान,1
७मुंबईतील,1
६मिठी,1
५प्रेक्षणीय,1
विधानसभालपविलेले,1
२००९महाराष्ट्राची,1
निवडणुकामहाराष्ट्र,1
२ललितेतर,1
२३संदर्भ,1
राकॉं,1
चळवळीनंतर,1
स्त्रीलिंगी,1
बोम,1
देवीवरून,1
मुंबादेवीचे,1
हद्दीतच,1
कृष्णगिरी,1
सिनेउद्योगाचे,1
ज्ञातीचे,1
बॉम्बेपासून,1
युतीचे,1
शिवसेनेची,1
प्रांतरचनेनुसार,1
इलाख्यातच,1
२४बाह्य,1
मुंबईतच,1
चळवळीचा,1
चार्ल्सने,1
कॅथरीनशी,1
ब्रॅगान्झाच्या,1
जिल्हापरिषद,1
४००००१,1
चहल,1
इक्बाल,1
किशोरी,1
इंडियागेटवे,1
मुंबईमहाराष्ट्र,1
महान्यूज,1
निवडणुकांचा,1
तेरावी,1
शिवथरे,1
१८७१२६,1
६०९२४,1
५७५२२४,1
२०८३२१,1
५०३८९५,1
३३७३७८,1
२५८५४९८,1
७०२३५८१,1
७३६९०२९,1
६३५२२४६,1
७४२०२१२,1
९५२१७०३,1
सागंली,1
बारावी,1
घनसांगवी,1
वांदरे,1
धामणगांव,1
पक्षानुसार,1
राष्टवादी,1
शिवतारे,1
अलीबाग,1
माहिम,1
घनसांगवेए,1
धामणगाव,1
भारिप,1
संख्याबळ,1
२७००५२,1
३५२१०१,1
३७६६४५,1
२१७०६८३,1
मनसेच्या,1
४०४०२८६५,1
५५९११२३,1
१४७३१९१४,1
२००७९८२८,1
तिघांत,1
तिनात,1
उमेदवाराची,1
हारलेल्या,1
लढतींचा,1
चौरंगी,1
मतदारसंघांतील,1
मनसेकडे,1
मिळवणाऱ्या,1
मनसेला,1
मतदारसंघात,1
गढ,1
टक्क्यांपेक्षा,1
दाखवते,1
दर्शविलेली,1
दाखवलेले,1
असतां,1
मतदानाची,1
४५३१४६१८,1
७८०,1
नगरीला,1
मुंबापुरी,1
बेटांचा,1
ज्यामधील,1
वसईजवळ,1
पावते,1
डोंगरात,1
कर्जतजवळच्या,1
उद्यानातून,1
ओशिवरा,1
मोडकसागर,1
तानसा,1
भातसा,1
उद्यानाकडे,1
अणुऊर्जा,1
४३७,1
पातळीत,1
रक्षणार्थ,1
समुद्रसपाटीच्या,1
साळशेत,1
किनारपट्टीत,1
कबुतरखाने,1
ग्रॅंटरोड,1
जीपीओ,1
फोर्टमध्ये,1
व्होरा,1
रतनजी,1
वलमजी,1
कबुतरखाना,1
स्थानकास,1
माहीमच्या,1
खाडीत,1
फोर्ट,1
मनपा,1
पुरेश्या,1
मिठीच्या,1
खोलीकरणासाठी,1
रुंदीकरणासाठी,1
पूरानंतर,1
उपनगरांतील,1
कुर्ल्यातील,1
हँगिंग,1
मणीभवन,1
अॉगस्ट,1
ताडदेव,1
चोरबाजार,1
सिद्धीविनायक,1
मत्स्यालय,1
तारापोरवाला,1
तारांगण,1
हर्निमन,1
होली,1
क्रॉफर्ड,1
ईस्टेट,1
बलार्ड,1
आर्ट्स,1
एशियाटीक,1
नोटा,1
राजाबाई,1
रेल्वेतील,1
अस्मितेच्या,1
पाषाणयुगापासून,1
ताजे,1
४८६,1
बहुसंख्येने,1
खाचरांच्या,1
साळशेतचे,1
कीर,1
भागोजीशेठ,1
समाजाबरोबरच,1
कोळीवाडे,1
विकण्यासाठी,1
स्वतःसाठी,1
सुकवून,1
विकतात,1
समुद्रावर,1
नेतृत्वाला,1
समुद्रकिनाऱ्यावर,1
होण्या,1
प्रेसिडेन्सी,1
कंपनीस,1
राजघराण्याकडून,1
लग्नात,1
राजकन्येशी,1
ब्रेगांझा,1
बॉम,1
शहाकडून,1
१५३४,1
१३४३,1
वेसावे,1
परेड,1
बंदरपखाडी,1
गोराई,1
हितरक्षणासाठी,1
लोंढ्यामुळे,1
परप्रांतीयांच्या,1
कोलकात्याला,1
लोंढे,1
परप्रांतीयांचे,1
व्यवसायाची,1
चौकाचे,1
कारंज्याच्याच,1
मुंबईच,1
आहुतीनंतर,1
हुतात्म्यांच्या,1
जुमानता,1
बेटापर्यंत,1
स्वातंत्र्ययुद्धाचे,1
कलकत्याखालोखाल,1
४३८,1
आतल्या,1
किनाऱ्याने,1
व्हेलार्ड,1
हॉर्नबी,1
हलविले,1
सुरतेहून,1
भागांतही,1
मढ,1
सिव्होटर,1
कॉं,1
लावणीप्राणी,1
पकडा,1
वाळून,1
वाऱ्यांपासून,1
आरंभापासून,1
मार्चपासून,1
अग्रणी,1
महाराष्ट्रातूनच,1
शिक्षणाची,1
मकरसंक्रांती,1
वटपौर्णिमा,1
गोकुळाष्टमी,1
रंगपंचमी,1
पकडी,1
दांडू,1
पसरतो,1
विटी,1
मुलांत,1
कबड्डीसुद्धा,1
प्रांतांप्रमाणेच,1
नृत्यानंतर,1
टोपेरा,1
रुमाल,1
फडकी,1
चोळी,1
लुगडे,1
कोळीवाड्यांमुळे,1
स्त्रीचे,1
रूक्षपणा,1
पडणारा,1
नातेवाईक,1
लांबच्या,1
रोजगारासाठी,1
टोलमार्ग,1
द्रुतगतीमार्ग,1
सहाआसनी,1
आसनी,1
समुद्रावरून,1
बंदरांपासून,1
मुंबईतल्या,1
उड्डाणेदेखील,1
बससेवाही,1
खेड्यांत,1
प्रवासाकरीता,1
राज्यभर,1
जोराचा,1
शाखादेखील,1
वाऱ्यांची,1
उपसागरावरून,1
वळवाचा,1
मराठवाड्यात,1
उत्तरकाळात,1
मर्मस्थानीच,1
भागाच्या,1
पर्जन्यछायेच्या,1
वाऱ्यांच्या,1
सह्यादीच्या,1
घाटमाध्यावर,1
बनण्यात,1
भूभागांनी,1
बेटच,1
शिल्पशैलीत,1
चित्रपटसृष्टीतील,1
दूरचित्रवाणीचे,1
रचयिते,1
भावार्थदीपिका,1
पोवाडा,1
भारुड,1
मकबरा,1
येथीलच,1
शिल्पशैलीची,1
औरंगाबादजवळील,1
मंदिरांवर,1
मिलाप,1
प्रमाणार,1
मुंबईचाच,1
यहुदींचा,1
झाडीबोली,1
अहिराणी,1
२००१ला,1
वाढीचा,1
९४६,1
६८१,1
४८१,1
आंबाखेळ,1
ताम्हणवनस्पती,1
हरियालफुल,1
शेकरुपक्षी,1
व्यक्ति,1
सराफ,1
बेर्डे,1
पिळगांवकर,1
लाभल्याने,1
राजधानीतील,1
पेहराव,1
सदरा,1
पायजमा,1
नऊवारी,1
वेष,1
स्त्रियांचा,1
सामिष,1
मिरची,1
टॉमेटो,1
बटाटे,1
कांदे,1
डाळी,1
भागानुसार,1
माणसेदेखील,1
परदेशस्थ,1
साम,1
रंगभूमीची,1
कलावंतानी,1
नाट्यसंगीताचा,1
किर्लोस्कर,1
देवल,1
खाडिलकर,1
नाटकांचा,1
शिवाजीपूर्वकाळापासून,1
संशोधनसंस्था,1
उद्योगव्यवसाय,1
१उत्तर,1
७शेतकरी,1
६अपक्ष,1
५महाराष्ट्र,1
४शिवसेना,1
२राष्ट्रवादी,1
१काँग्रेस,1
३पक्षानुसार,1
६पश्चिम,1
५ठाणे,1
४मुंबई,1
३मराठवाडा,1
२विदर्भ,1
२विभागानुसार,1
धानोरकर,1
१संख्याबळ,1
५निकाल,1
४जनमत,1
३पक्षनिहाय,1
२मतदान,1
१निवडणूक,1
पानेमाहितीचौकट,1
पानेनकाशासह,1
राज्येमहाराष्ट्रलपविलेले,1
खूणपताकांसह,1
समन्वयक,1
चूकीच्या,1
८समाजवादी,1
४पक्षनिहाय,1
५मतदारसंघांनुसार,1
१निष्कर्ष,1
पंचायत,1
एपीएमसी,1
उमेदवारांचे,1
रिंगणातील,1
६७५,1
भाकप,1
बसपा,1
६४४,1
३९१,1
४६९,1
७७६,1
मतदारांची,1
मतमोजणीची,1
निवडणुकीची,1
तपासणीचा,1
अर्जांच्या,1
युतीने,1
निवडणुकांत,1
मतमोजणी,1
निवडणुकासुद्धा,1
महाराष्ट्राबरोबरच,1
त्यांच्यासाठीची,1
२००९मधील,1
६मनसेच्या,1
२इतर,1
राउत,1
मेंढे,1
पुण्याने,1
प्रखरतेने,1
सहस्रबुद्धे,1
पित्रे,1
युद्धेतिहास,1
सिरसीकर,1
संस्कृतीवर,1
भूगोलावर,1
स्थळांवर,1
प्रगतीसाठी,1
व्यवसायाच्या,1
दहावे,1
शूरवीरांचा,1
जानवतात,1
पाऊलखुणा,1
श्रृंगारे,1
इतिहासाच्या,1
साम्राजाची,1
सिद्धेश्वराचे,1
गिरण्यांसाठी,1
मंदिरासाठी,1
अंबाबाईच्या,1
शिवाजीच्या,1
साधू,1
सिंहस्थ,1
कारखान्यांची,1
पेयनिर्मितीच्या,1
वाहनांचे,1
शेणोलीकर,1
डिकसळकर,1
सुट्ट्यांची,1
सन्युक्त,1
भामरे,1
बारणे,1
धोत्रे,1
मंडलिक,1
लोखंडे,1
नाइक,1
तडस,1
शेवाळे,1
चिखलीकर,1
कौर,1
कोटक,1
टुमणे,1
जलील,1
कीर्तीकर,1
कोल्हे,1
खासदार२०१९,1
बचसं१७व्या,1
क्षेत्रविकास,1
गृहनिर्माण,1
संस्थाशहर,1
राज्यामधील,1
इंटरॅक्टीव्ह,1
घनत्व,1
क्रमान्क्,1
सन्केत,1
बसवण्याचे,1
गडाचा,1
किल्याची,1
सुमित,1
पूर्वायुष्याबद्दल,1
बिछान्यावर,1
झटक्यामुळे,1
मेंदूच्या,1
अभ्यासातही,1
खेळा,1
कॉन्व्हेंटमध्ये,1
सेव्हियर,1
वसाहातीमधील,1
नववीमध्ये,1
अकादमीकडून,1
डोग्रा,1
नोयडा,1
व्यापारही,1
यांच्याकडून,1
सुचविल्यानंतर,1
शेजाऱ्यांनी,1
क्लबमध्ये,1
घालविण्याऐवजी,1
विराटने,1
तुकडीचा,1
अकँडमीची,1
स्कूलमध्ये,1
लहानाचा,1
फिरवत,1
असल्यापासून,1
बोलत,1
बसलं,1
गंभीरपणे,1
सामोरा,1
करारीपणा,1
वचनबद्धतेची,1
मन्हास,1
अंत्यविधीसाठी,1
प्रकाशझोतात,1
कर्नाटकविरुद्ध,1
तामिळनाडूविरुद्ध,1
जगायचं,1
वडिलांसाठी,1
खेळायचं,1
दिवसच,1
गेलो,1
खेळाला,1
सांगितल्यानुसार,1
मांकड,1
फिरकी,1
फलंदाजीने,1
तीच्या,1
समाप्,1
दौऱ्याच्या,1
७५७,1
४७०,1
तरुणपणीची,1
सहवासाची,1
प्रशिक्षणाला,1
वडिलांनी,1
म्हणण्यानुसार,1
बहिणीचे,1
गृहिणी,1
ध्वनि,1
झळकावत,1
संघातही,1
फळीमध्ये,1
भूषविले,1
खेळविल्या,1
मलेशियामधील,1
वयोगटातील,1
दिल्लीसाठी,1
खेळतो,1
ॲथलीट्सच्या,1
इएसपीएनच्या,1
खेळणारा,1
यष्टीचीत,1
सरोज,1
६४३,1
९४८९,1
००८,1
श्रे,1
टी२०प्र,1
माहितीकसोटीए,1
उजखोरा,1
विशेषता,1
फु,1
चिकू,1
अवधीभोजपुरी,1
५आंतरराष्ट्रीय,1
प्रकारातही,1
क्रमवारीतसुद्धा,1
पटकाविले,1
२०१६मध्ये,1
व्यवसायाने,1
फलंदाजांपैकि,1
मित्रही,1
वेगळाच,1
थाट,1
डिव्हीलियर्स,1
यूएई,1
आयपीटीएलच्या,1
आयएसएलच्या,1
विवाहबद्ध,1
सिने,1
उल्लेखले,1
सप्रो,1
पुरस्कारने,1
पुरस्कारसुद्धा,1
क्रिकेटरचा,1
साठीचा,1
फलंदाजही,1
विक्रमांचा,1
पत्करल्यानंतर,1
क्रिकेटमधून,1
धोनिने,1
जबाबदारीही,1
अनुपस्थितीत,1
महेन्द्रसिंग,1
वृत्तीला,1
बाकावर,1
२९००,1
कोलकात्याच्या,1
सामन्यांपैकी,1
रैनाची,1
विररुद्धच्या,1
तळागाळातून,1
श्रीलंके,1
धोणीद्वारा,1
वाढदिवसाआधी,1
२२व्या,1
सामनासुद्धा,1
षटकांत,1
गंभीरला,1
साकारले,1
बसावे,1
ताकदीचा,1
संघाबाहेर,1
बोटाच्या,1
उद्भवणाऱ्या,1
सिंगने,1
सावरलेल्या,1
सिंगच्या,1
गंभीरची,1
क्षण,1
र्दीला,1
फटकेच,1
सांगावसं,1
खूष,1
चषकासाठी,1
३ऱ्या,1
तिटकारा,1
वितर्क,1
चेंडूविरूद्ध,1
झगडताना,1
एडवर्ड्,1
फिडेल,1
यष्टींमागे,1
सामन्यातली,1
सेहवागला,1
टर्निंग,1
इंडीजविरुद्धच्या,1
मोहिमेमध्ये,1
रैनाऐवजी,1
स्पर्धेमधल्या,1
याविषयी,1
गवसला,1
जणांत,1
कोहलीचेही,1
त्यावर्षीची,1
दावेदार,1
व्हॉईटवॉश,1
गुवाहाटीमधल्या,1
निवडण्यात,1
दडपणाखाली,1
अपयशामुळे,1
गमावूनसुद्धा,1
सलामीवीरांना,1
कामगिरीनंतरसुद्धा,1
कामगिरीवर,1
सलामीवीराची,1
मिळण्यास,1
कौशल्याची,1
गोलंदाजीतील,1
तणावपूर्ण,1
धावांत,1
बरा,1
पायाला,1
खेळीला,1
संघाविरुद्धची,1
फलंदाजांपैकी,1
झळकावणाऱ्या,1
बाबत,1
व्हॉटमोर,1
डाव्ह,1
वापरतो,1
करारांच्या,1
शरिरीक,1
शरीरयष्टी,1
अर्धशतकाच्या,1
संघयांच्याशी,1
ट्वेंटी२०त,1
स्वतःचं,1
धावतोय,1
स्वप्नामागे,1
गेलंय,1
जोडलं,1
क्रिकेटशी,1
जसं,1
बदलांची,1
तन्मय,1
शिष्यवृत्ती,1
शिष्यवृत्तीअंतर्गत,1
बीसीसीआयच्या,1
समावेशामुळे,1
गोलंदाजांचा,1
क्रेझा,1
जॅसन,1
सीडल,1
स्टुअर्ट,1
डावाच्या,1
एसएनजीपीएलचा,1
एसएनजीपीएल,1
निस्सार,1
एकदाच,1
धवनच्या,1
जिंकण्यात,1
लढतीत,1
दौऱ्यादरम्यान,1
जाण्याबद्दल,1
निवडल्या,1
रिटेन,1
चलेन्जेर्स,1
राँयल,1
लीगसाठी,1
प्रेमियर,1
कॅप्तैन,1
एक्सलन्स,1
४एकदिवसीय,1
३कसोटी,1
२कर्णधारपद,1
कोप,1
भीतीमुळे,1
मानचिन्हांवर,1
संस्थानिकांच्या,1
प्रतीकात्मक,1
शिवसेनेचे,1
प्रतिकात्मक,1
प्रतिी,1
राजबिंडेपणाचे,1
साहस,1
समर्पित,1
जंगलामध्ये,1
देवताच,1
सहस्रावधी,1
भारतासकट,1
जमांतींचा,1
मर्दिनीचे,1
महिषासूर,1
प्रतिक,1
राकटतेचे,1
सौंदर्याचे,1
राजबिंडेपणा,1
आदरयुक्त,1
देवीचे,1
मागणीच,1
धरणारच,1
लोभी,1
विनोदही,1
आतातर,1
२एकदिवसीय,1
पुरापासून,1
खटल्यामध्ये,1
न्यायालयामध्ये,1
कायद्यानेही,1
प्रथेविरुद्ध,1
शिकारीच्या,1
रक्षकांनी,1
नखे,1
गेल्यानंतरही,1
शौकीसाठी,1
ब्रिटीशांच्या,1
व्याघ्रगणनेत,1
जांगांची,1
टँकरने,1
उपायोजनात,1
दुर्भिक्ष्यापासून,1
भक्ष्यांच्या,1
हरीणांच्या,1
कुरणांचा,1
हलवणे,1
मनुष्यवस्ती,1
वसतीस्थानातून,1
